Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
1658450,13,1,47634,Navi Mumbai,Semi-furnished,2540217
1819530,13,1,93191,Navi Mumbai,Unfurnished,2582863
2127803,14,1,85675,Navi Mumbai,Fully furnished,3111615
2442898,14,1,67987,Navi Mumbai,Semi-furnished,3132174
1512121,14,1,84562,Navi Mumbai,Unfurnished,2281248
2387081,15,1,11352,Navi Mumbai,Fully furnished,3094156
1826769,15,1,1918,Navi Mumbai,Semi-furnished,2467564
2146490,15,1,77394,Navi Mumbai,Unfurnished,2696599
2897899,0,1.5,70825,Navi Mumbai,Fully furnished,4290718
2490168,0,1.5,7932,Navi Mumbai,Semi-furnished,3662478
3127047,0,1.5,62171,Navi Mumbai,Unfurnished,4085832
2634895,1,1.5,18935,Navi Mumbai,Fully furnished,3953677
2899446,1,1.5,17012,Navi Mumbai,Semi-furnished,3970505
2762946,1,1.5,28789,Navi Mumbai,Unfurnished,3712675
2430406,2,1.5,7898,Navi Mumbai,Fully furnished,3748984
2348673,2,1.5,38306,Navi Mumbai,Semi-furnished,3573765
3022194,2,1.5,33204,Navi Mumbai,Unfurnished,3894416
2324695,3,1.5,21643,Navi Mumbai,Fully furnished,3671883
2356879,3,1.5,73844,Navi Mumbai,Semi-furnished,3631185
3176264,3,1.5,24233,Navi Mumbai,Unfurnished,3964773
2944691,4,1.5,37054,Navi Mumbai,Fully furnished,4147984
2374112,4,1.5,85919,Navi Mumbai,Semi-furnished,3641847
2429385,4,1.5,43070,Navi Mumbai,Unfurnished,3409587
2625990,5,1.5,92941,Navi Mumbai,Fully furnished,3997723
2860269,5,1.5,2452,Navi Mumbai,Semi-furnished,3796699
3179202,5,1.5,99890,Navi Mumbai,Unfurnished,4073452
2790284,6,1.5,42637,Navi Mumbai,Fully furnished,3978917
2575575,6,1.5,42056,Navi Mumbai,Semi-furnished,3634460
2929192,6,1.5,87121,Navi Mumbai,Unfurnished,3822352
2828626,7,1.5,91737,Navi Mumbai,Fully furnished,4081077
2389136,7,1.5,3312,Navi Mumbai,Semi-furnished,3372530
2950139,7,1.5,95574,Navi Mumbai,Unfurnished,3821868
2236606,8,1.5,76716,Navi Mumbai,Fully furnished,3561096
2450426,8,1.5,48158,Navi Mumbai,Semi-furnished,3480771
2331453,8,1.5,91596,Navi Mumbai,Unfurnished,3305915
2716200,9,1.5,47915,Navi Mumbai,Fully furnished,3823225
2843331,9,1.5,87570,Navi Mumbai,Semi-furnished,3827086
2589569,9,1.5,35333,Navi Mumbai,Unfurnished,3339305
2897899,10,1.5,70825,Navi Mumbai,Fully furnished,3970718
2490168,10,1.5,7932,Navi Mumbai,Semi-furnished,3342478
3127047,10,1.5,62171,Navi Mumbai,Unfurnished,3765832
2634895,11,1.5,18935,Navi Mumbai,Fully furnished,3613677
2899446,11,1.5,17012,Navi Mumbai,Semi-furnished,3630505
2762946,11,1.5,28789,Navi Mumbai,Unfurnished,3372675
2430406,12,1.5,7898,Navi Mumbai,Fully furnished,3388984
2348673,12,1.5,38306,Navi Mumbai,Semi-furnished,3213765
3022194,12,1.5,33204,Navi Mumbai,Unfurnished,3534416
2324695,13,1.5,21643,Navi Mumbai,Fully furnished,3291883
2356879,13,1.5,73844,Navi Mumbai,Semi-furnished,3251185
3176264,13,1.5,24233,Navi Mumbai,Unfurnished,3584773
2944691,14,1.5,37054,Navi Mumbai,Fully furnished,3747984
2374112,14,1.5,85919,Navi Mumbai,Semi-furnished,3241847
2429385,14,1.5,43070,Navi Mumbai,Unfurnished,3009587
2625990,15,1.5,92941,Navi Mumbai,Fully furnished,3577723
2860269,15,1.5,2452,Navi Mumbai,Semi-furnished,3376699
3179202,15,1.5,99890,Navi Mumbai,Unfurnished,3653452
3655136,0,2,55762,Navi Mumbai,Fully furnished,4970580
3658562,0,2,28731,Navi Mumbai,Semi-furnished,4733715
3184856,0,2,53255,Navi Mumbai,Unfurnished,4247652
2997289,1,2,56525,Navi Mumbai,Fully furnished,4449295
3151873,1,2,85006,Navi Mumbai,Semi-furnished,4449437
3259903,1,2,68861,Navi Mumbai,Unfurnished,4316020
3131768,2,2,62538,Navi Mumbai,Fully furnished,4539727
2983852,2,2,95333,Navi Mumbai,Semi-furnished,4319460
2981714,2,2,8769,Navi Mumbai,Unfurnished,3947394
3018152,3,2,3863,Navi Mumbai,Fully furnished,4297294
3387677,3,2,11096,Navi Mumbai,Semi-furnished,4414046
3102677,3,2,30229,Navi Mumbai,Unfurnished,4059538
3192526,4,2,33210,Navi Mumbai,Fully furnished,4465382
3312226,4,2,69922,Navi Mumbai,Semi-furnished,4457120
2957474,4,2,68008,Navi Mumbai,Unfurnished,4003298
3254664,5,2,57612,Navi Mumbai,Fully furnished,4535291
3577051,5,2,62559,Navi Mumbai,Semi-furnished,4611189
3376414,5,2,72519,Navi Mumbai,Unfurnished,4300616
3051794,6,2,50827,Navi Mumbai,Fully furnished,4333183
3749693,6,2,21675,Navi Mumbai,Semi-furnished,4619452
3744154,6,2,35607,Navi Mumbai,Unfurnished,4465892
3500512,7,2,61419,Navi Mumbai,Fully furnished,4662511
3535392,7,2,20671,Navi Mumbai,Semi-furnished,4419374
3344894,7,2,25192,Navi Mumbai,Unfurnished,4104542
2865310,8,2,97369,Navi Mumbai,Fully furnished,4221847
3515396,8,2,77100,Navi Mumbai,Semi-furnished,4491321
3480135,8,2,6448,Navi Mumbai,Unfurnished,4129088
3217304,9,2,56425,Navi Mumbai,Fully furnished,4360286
3289064,9,2,58512,Navi Mumbai,Semi-furnished,4239415
3197112,9,2,85955,Navi Mumbai,Unfurnished,4049906
3655136,10,2,55762,Navi Mumbai,Fully furnished,4650580
3658562,10,2,28731,Navi Mumbai,Semi-furnished,4413715
3184856,10,2,53255,Navi Mumbai,Unfurnished,3927652
2997289,11,2,56525,Navi Mumbai,Fully furnished,4109295
3151873,11,2,85006,Navi Mumbai,Semi-furnished,4109437
3259903,11,2,68861,Navi Mumbai,Unfurnished,3976020
3131768,12,2,62538,Navi Mumbai,Fully furnished,4179727
2983852,12,2,95333,Navi Mumbai,Semi-furnished,3959460
2981714,12,2,8769,Navi Mumbai,Unfurnished,3587394
3018152,13,2,3863,Navi Mumbai,Fully furnished,3917294
3387677,13,2,11096,Navi Mumbai,Semi-furnished,4034046
3102677,13,2,30229,Navi Mumbai,Unfurnished,3679538
3192526,14,2,33210,Navi Mumbai,Fully furnished,4065382
3312226,14,2,69922,Navi Mumbai,Semi-furnished,4057120
2957474,14,2,68008,Navi Mumbai,Unfurnished,3603298
3254664,15,2,57612,Navi Mumbai,Fully furnished,4115291
3577051,15,2,62559,Navi Mumbai,Semi-furnished,4191189
3376414,15,2,72519,Navi Mumbai,Unfurnished,3880616
3933010,0,2.5,57759,Navi Mumbai,Fully furnished,5338657
4343367,0,2.5,4030,Navi Mumbai,Semi-furnished,5352325
4328838,0,2.5,11124,Navi Mumbai,Unfurnished,5176890
4320769,1,2.5,60202,Navi Mumbai,Fully furnished,5615729
3686958,1,2.5,44547,Navi Mumbai,Semi-furnished,4919591
3498996,1,2.5,12283,Navi Mumbai,Unfurnished,4525760
3782487,2,2.5,81664,Navi Mumbai,Fully furnished,5228851
4289177,2,2.5,47250,Navi Mumbai,Semi-furnished,5358225
3600353,2,2.5,24053,Navi Mumbai,Unfurnished,4603685
4093022,3,2.5,2361,Navi Mumbai,Fully furnished,5263391
3924718,3,2.5,78247,Navi Mumbai,Semi-furnished,5122429
3892262,3,2.5,31427,Navi Mumbai,Unfurnished,4814759
3691691,4,2.5,4795,Navi Mumbai,Fully furnished,4934734
3885947,4,2.5,94142,Navi Mumbai,Semi-furnished,5098932
3797941,4,2.5,92612,Navi Mumbai,Unfurnished,4848682
3490289,5,2.5,1737,Navi Mumbai,Fully furnished,4743941
3634834,5,2.5,83185,Navi Mumbai,Semi-furnished,4852981
3407079,5,2.5,88732,Navi Mumbai,Unfurnished,4512090
4127141,6,2.5,68248,Navi Mumbai,Fully furnished,5341273
3669659,6,2.5,71905,Navi Mumbai,Semi-furnished,4821632
3642469,6,2.5,5239,Navi Mumbai,Unfurnished,4474302
4017004,7,2.5,1477,Navi Mumbai,Fully furnished,5075672
3976141,7,2.5,76000,Navi Mumbai,Semi-furnished,5028567
4168164,7,2.5,4946,Navi Mumbai,Unfurnished,4838186
4161289,8,2.5,19155,Navi Mumbai,Fully furnished,5187221
3448014,8,2.5,16846,Navi Mumbai,Semi-furnished,4460052
4033281,8,2.5,76005,Navi Mumbai,Unfurnished,4855005
4322918,9,2.5,6918,Navi Mumbai,Fully furnished,5244137
4307589,9,2.5,14155,Navi Mumbai,Semi-furnished,5068409
4234845,9,2.5,7579,Navi Mumbai,Unfurnished,4818656
3933010,10,2.5,57759,Navi Mumbai,Fully furnished,5018657
4343367,10,2.5,4030,Navi Mumbai,Semi-furnished,5032325
4328838,10,2.5,11124,Navi Mumbai,Unfurnished,4856890
4320769,11,2.5,60202,Navi Mumbai,Fully furnished,5275729
3686958,11,2.5,44547,Navi Mumbai,Semi-furnished,4579591
3498996,11,2.5,12283,Navi Mumbai,Unfurnished,4185760
3782487,12,2.5,81664,Navi Mumbai,Fully furnished,4868851
4289177,12,2.5,47250,Navi Mumbai,Semi-furnished,4998225
3600353,12,2.5,24053,Navi Mumbai,Unfurnished,4243685
4093022,13,2.5,2361,Navi Mumbai,Fully furnished,4883391
3924718,13,2.5,78247,Navi Mumbai,Semi-furnished,4742429
3892262,13,2.5,31427,Navi Mumbai,Unfurnished,4434759
3691691,14,2.5,4795,Navi Mumbai,Fully furnished,4534734
3885947,14,2.5,94142,Navi Mumbai,Semi-furnished,4698932
3797941,14,2.5,92612,Navi Mumbai,Unfurnished,4448682
3490289,15,2.5,1737,Navi Mumbai,Fully furnished,4323941
3634834,15,2.5,83185,Navi Mumbai,Semi-furnished,4432981
3407079,15,2.5,88732,Navi Mumbai,Unfurnished,4092090
4604718,0,3,49674,Navi Mumbai,Fully furnished,5998868
4188478,0,3,8824,Navi Mumbai,Semi-furnished,5412656
4758363,0,3,65877,Navi Mumbai,Unfurnished,5791285
4831860,1,3,11945,Navi Mumbai,Fully furnished,6065493
4391411,1,3,26913,Navi Mumbai,Semi-furnished,5583681
4876571,1,3,90595,Navi Mumbai,Unfurnished,5912503
4714113,2,3,36215,Navi Mumbai,Fully furnished,6004399
4380781,2,3,51276,Navi Mumbai,Semi-furnished,5604201
4977679,2,3,34113,Navi Mumbai,Unfurnished,5840085
4942751,3,3,65176,Navi Mumbai,Fully furnished,6214878
4451031,3,3,33617,Navi Mumbai,Semi-furnished,5591741
4769285,3,3,55523,Navi Mumbai,Unfurnished,5701807
4952006,4,3,14129,Navi Mumbai,Fully furnished,6080608
4993031,4,3,97933,Navi Mumbai,Semi-furnished,6116156
4602208,4,3,36604,Navi Mumbai,Unfurnished,5504207
4516622,5,3,42286,Navi Mumbai,Fully furnished,5780662
4007224,5,3,16812,Navi Mumbai,Semi-furnished,5157477
4767521,5,3,49351,Navi Mumbai,Unfurnished,5626888
4461929,6,3,99553,Navi Mumbai,Fully furnished,5832083
4835325,6,3,81822,Navi Mumbai,Semi-furnished,5896855
4780995,6,3,36986,Navi Mumbai,Unfurnished,5576925
4118594,7,3,56139,Navi Mumbai,Fully furnished,5440637
4163355,7,3,59515,Navi Mumbai,Semi-furnished,5302083
4782522,7,3,46072,Navi Mumbai,Unfurnished,5563075
4877657,8,3,35114,Navi Mumbai,Fully furnished,5934270
4199128,8,3,51464,Navi Mumbai,Semi-furnished,5274558
4308384,8,3,23875,Navi Mumbai,Unfurnished,5116897
4388929,9,3,68436,Navi Mumbai,Fully furnished,5597145
4749616,9,3,88410,Navi Mumbai,Semi-furnished,5735210
4450147,9,3,27383,Navi Mumbai,Unfurnished,5193354
4604718,10,3,49674,Navi Mumbai,Fully furnished,5678868
4188478,10,3,8824,Navi Mumbai,Semi-furnished,5092656
4758363,10,3,65877,Navi Mumbai,Unfurnished,5471285
4831860,11,3,11945,Navi Mumbai,Fully furnished,5725493
4391411,11,3,26913,Navi Mumbai,Semi-furnished,5243681
4876571,11,3,90595,Navi Mumbai,Unfurnished,5572503
4714113,12,3,36215,Navi Mumbai,Fully furnished,5644399
4380781,12,3,51276,Navi Mumbai,Semi-furnished,5244201
4977679,12,3,34113,Navi Mumbai,Unfurnished,5480085
4942751,13,3,65176,Navi Mumbai,Fully furnished,5834878
4451031,13,3,33617,Navi Mumbai,Semi-furnished,5211741
4769285,13,3,55523,Navi Mumbai,Unfurnished,5321807
4952006,14,3,14129,Navi Mumbai,Fully furnished,5680608
4993031,14,3,97933,Navi Mumbai,Semi-furnished,5716156
4602208,14,3,36604,Navi Mumbai,Unfurnished,5104207
4516622,15,3,42286,Navi Mumbai,Fully furnished,5360662
4007224,15,3,16812,Navi Mumbai,Semi-furnished,4737477
4767521,15,3,49351,Navi Mumbai,Unfurnished,5206888
4635617,0,3.5,55561,Navi Mumbai,Fully furnished,6217803
5437254,0,3.5,26278,Navi Mumbai,Semi-furnished,6582625
5349903,0,3.5,30371,Navi Mumbai,Unfurnished,6345242
5433835,1,3.5,76381,Navi Mumbai,Fully furnished,6847253
4665788,1,3.5,58109,Navi Mumbai,Semi-furnished,6043339
5316752,1,3.5,29901,Navi Mumbai,Unfurnished,6296014
4891750,2,3.5,15147,Navi Mumbai,Fully furnished,6275553
5331751,2,3.5,16807,Navi Mumbai,Semi-furnished,6433606
4622170,2,3.5,35820,Navi Mumbai,Unfurnished,5756153
5257570,3,3.5,65645,Navi Mumbai,Fully furnished,6637672
4644001,3,3.5,39487,Navi Mumbai,Semi-furnished,5933812
5322500,3,3.5,84504,Navi Mumbai,Unfurnished,6368509
5331697,4,3.5,36373,Navi Mumbai,Fully furnished,6600610
5546419,4,3.5,22737,Navi Mumbai,Semi-furnished,6553800
5526272,4,3.5,93712,Navi Mumbai,Unfurnished,6514633
5040284,5,3.5,22941,Navi Mumbai,Fully furnished,6318586
5172902,5,3.5,89996,Navi Mumbai,Semi-furnished,6386897
5535577,5,3.5,85718,Navi Mumbai,Unfurnished,6473118
4885701,6,3.5,12949,Navi Mumbai,Fully furnished,6146121
4920285,6,3.5,92992,Navi Mumbai,Semi-furnished,6168499
5505311,6,3.5,76156,Navi Mumbai,Unfurnished,6396080
4656259,7,3.5,36356,Navi Mumbai,Fully furnished,5988240
5515973,7,3.5,9809,Navi Mumbai,Semi-furnished,6403219
4634217,7,3.5,13031,Navi Mumbai,Unfurnished,5560173
4960058,8,3.5,47834,Navi Mumbai,Fully furnished,6207379
5444250,8,3.5,10025,Navi Mumbai,Semi-furnished,6312185
5534030,8,3.5,66119,Navi Mumbai,Unfurnished,6323825
4835116,9,3.5,75069,Navi Mumbai,Fully furnished,6133340
5362440,9,3.5,26328,Navi Mumbai,Semi-furnished,6246876
5040156,9,3.5,63982,Navi Mumbai,Unfurnished,5904779
4635617,10,3.5,55561,Navi Mumbai,Fully furnished,5897803
5437254,10,3.5,26278,Navi Mumbai,Semi-furnished,6262625
5349903,10,3.5,30371,Navi Mumbai,Unfurnished,6025242
5433835,11,3.5,76381,Navi Mumbai,Fully furnished,6507253
4665788,11,3.5,58109,Navi Mumbai,Semi-furnished,5703339
5316752,11,3.5,29901,Navi Mumbai,Unfurnished,5956014
4891750,12,3.5,15147,Navi Mumbai,Fully furnished,5915553
5331751,12,3.5,16807,Navi Mumbai,Semi-furnished,6073606
4622170,12,3.5,35820,Navi Mumbai,Unfurnished,5396153
5257570,13,3.5,65645,Navi Mumbai,Fully furnished,6257672
4644001,13,3.5,39487,Navi Mumbai,Semi-furnished,5553812
5322500,13,3.5,84504,Navi Mumbai,Unfurnished,5988509
5331697,14,3.5,36373,Navi Mumbai,Fully furnished,6200610
5546419,14,3.5,22737,Navi Mumbai,Semi-furnished,6153800
5526272,14,3.5,93712,Navi Mumbai,Unfurnished,6114633
5040284,15,3.5,22941,Navi Mumbai,Fully furnished,5898586
5172902,15,3.5,89996,Navi Mumbai,Semi-furnished,5966897
5535577,15,3.5,85718,Navi Mumbai,Unfurnished,6053118
5693972,0,4,72984,Navi Mumbai,Fully furnished,7257984
5867349,0,4,65895,Navi Mumbai,Semi-furnished,7194154
5357109,0,4,29656,Navi Mumbai,Unfurnished,6546646
6117167,1,4,71889,Navi Mumbai,Fully furnished,7554203
5988865,1,4,97546,Navi Mumbai,Semi-furnished,7333139
5515149,1,4,69962,Navi Mumbai,Unfurnished,6732430
5548666,2,4,32201,Navi Mumbai,Fully furnished,7009828
5922062,2,4,93227,Navi Mumbai,Semi-furnished,7247867
5722444,2,4,92974,Navi Mumbai,Unfurnished,6915600
5217046,3,4,8405,Navi Mumbai,Fully furnished,6678446
5412629,3,4,11636,Navi Mumbai,Semi-furnished,6654197
5988428,3,4,43998,Navi Mumbai,Unfurnished,6983001
5403182,4,4,95555,Navi Mumbai,Fully furnished,6982639
5262179,4,4,81087,Navi Mumbai,Semi-furnished,6663647
5326002,4,4,16228,Navi Mumbai,Unfurnished,6389463
5313937,5,4,30506,Navi Mumbai,Fully furnished,6740705
5377201,5,4,71758,Navi Mumbai,Semi-furnished,6699540
5385207,5,4,47367,Navi Mumbai,Unfurnished,6471965
5747532,6,4,99160,Navi Mumbai,Fully furnished,7188276
5297307,6,4,43063,Navi Mumbai,Semi-furnished,6542692
5802649,6,4,99269,Navi Mumbai,Unfurnished,6870405
5709969,7,4,29487,Navi Mumbai,Fully furnished,6971448
5505395,7,4,85496,Navi Mumbai,Semi-furnished,6759191
5657415,7,4,10867,Navi Mumbai,Unfurnished,6530543
5604391,8,4,14995,Navi Mumbai,Fully furnished,6822326
5954574,8,4,81063,Navi Mumbai,Semi-furnished,7053815
5437658,8,4,34686,Navi Mumbai,Unfurnished,6378929
6195775,9,4,41341,Navi Mumbai,Fully furnished,7290739
5277865,9,4,88276,Navi Mumbai,Semi-furnished,6516385
5774269,9,4,17483,Navi Mumbai,Unfurnished,6557907
5693972,10,4,72984,Navi Mumbai,Fully furnished,6937984
5867349,10,4,65895,Navi Mumbai,Semi-furnished,6874154
5357109,10,4,29656,Navi Mumbai,Unfurnished,6226646
6117167,11,4,71889,Navi Mumbai,Fully furnished,7214203
5988865,11,4,97546,Navi Mumbai,Semi-furnished,6993139
5515149,11,4,69962,Navi Mumbai,Unfurnished,6392430
5548666,12,4,32201,Navi Mumbai,Fully furnished,6649828
5922062,12,4,93227,Navi Mumbai,Semi-furnished,6887867
5722444,12,4,92974,Navi Mumbai,Unfurnished,6555600
5217046,13,4,8405,Navi Mumbai,Fully furnished,6298446
5412629,13,4,11636,Navi Mumbai,Semi-furnished,6274197
5988428,13,4,43998,Navi Mumbai,Unfurnished,6603001
5403182,14,4,95555,Navi Mumbai,Fully furnished,6582639
5262179,14,4,81087,Navi Mumbai,Semi-furnished,6263647
5326002,14,4,16228,Navi Mumbai,Unfurnished,5989463
5313937,15,4,30506,Navi Mumbai,Fully furnished,6320705
5377201,15,4,71758,Navi Mumbai,Semi-furnished,6279540
5385207,15,4,47367,Navi Mumbai,Unfurnished,6051965
6681055,0,4.5,22861,Navi Mumbai,Fully furnished,8110396
5932329,0,4.5,8823,Navi Mumbai,Semi-furnished,7330481
6556323,0,4.5,8996,Navi Mumbai,Unfurnished,7625097
6738970,1,4.5,74294,Navi Mumbai,Fully furnished,8244564
6221559,1,4.5,37127,Navi Mumbai,Semi-furnished,7589564
6033675,1,4.5,42092,Navi Mumbai,Unfurnished,7277695
6209639,2,4.5,24134,Navi Mumbai,Fully furnished,7706920
6498804,2,4.5,31361,Navi Mumbai,Semi-furnished,7762585
6598339,2,4.5,85457,Navi Mumbai,Unfurnished,7777243
6729766,3,4.5,89558,Navi Mumbai,Fully furnished,8219150
6740889,3,4.5,6709,Navi Mumbai,Semi-furnished,7865335
6573063,3,4.5,80998,Navi Mumbai,Unfurnished,7721223
6200370,4,4.5,78722,Navi Mumbai,Fully furnished,7763970
5826351,4,4.5,99997,Navi Mumbai,Semi-furnished,7346520
6701069,4,4.5,79780,Navi Mumbai,Unfurnished,7786828
6159042,5,4.5,93197,Navi Mumbai,Fully furnished,7733405
6668178,5,4.5,76888,Navi Mumbai,Semi-furnished,7904469
6157496,5,4.5,25428,Navi Mumbai,Unfurnished,7223139
6458722,6,4.5,56492,Navi Mumbai,Fully furnished,7847411
6784242,6,4.5,24546,Navi Mumbai,Semi-furnished,7844525
6263788,6,4.5,91569,Navi Mumbai,Unfurnished,7416431
6498116,7,4.5,69066,Navi Mumbai,Fully furnished,7870013
6281678,7,4.5,43679,Navi Mumbai,Semi-furnished,7469669
6613657,7,4.5,35165,Navi Mumbai,Unfurnished,7523242
6455297,8,4.5,94535,Navi Mumbai,Fully furnished,7856503
6594277,8,4.5,8826,Navi Mumbai,Semi-furnished,7593568
6113273,8,4.5,95000,Navi Mumbai,Unfurnished,7237587
5815379,9,4.5,60008,Navi Mumbai,Fully furnished,7255206
6534314,9,4.5,19721,Navi Mumbai,Semi-furnished,7532965
5986930,9,4.5,98024,Navi Mumbai,Unfurnished,7109220
6681055,10,4.5,22861,Navi Mumbai,Fully furnished,7790396
5932329,10,4.5,8823,Navi Mumbai,Semi-furnished,7010481
6556323,10,4.5,8996,Navi Mumbai,Unfurnished,7305097
6738970,11,4.5,74294,Navi Mumbai,Fully furnished,7904564
6221559,11,4.5,37127,Navi Mumbai,Semi-furnished,7249564
6033675,11,4.5,42092,Navi Mumbai,Unfurnished,6937695
6209639,12,4.5,24134,Navi Mumbai,Fully furnished,7346920
6498804,12,4.5,31361,Navi Mumbai,Semi-furnished,7402585
6598339,12,4.5,85457,Navi Mumbai,Unfurnished,7417243
6729766,13,4.5,89558,Navi Mumbai,Fully furnished,7839150
6740889,13,4.5,6709,Navi Mumbai,Semi-furnished,7485335
6573063,13,4.5,80998,Navi Mumbai,Unfurnished,7341223
6200370,14,4.5,78722,Navi Mumbai,Fully furnished,7363970
5826351,14,4.5,99997,Navi Mumbai,Semi-furnished,6946520
6701069,14,4.5,79780,Navi Mumbai,Unfurnished,7386828
6159042,15,4.5,93197,Navi Mumbai,Fully furnished,7313405
6668178,15,4.5,76888,Navi Mumbai,Semi-furnished,7484469
6157496,15,4.5,25428,Navi Mumbai,Unfurnished,6803139
7625201,0,5,9509,Navi Mumbai,Fully furnished,9026073
7868053,0,5,44567,Navi Mumbai,Semi-furnished,9107768
7205230,0,5,69742,Navi Mumbai,Unfurnished,8479407
7370576,1,5,63995,Navi Mumbai,Fully furnished,8929427
7857428,1,5,31965,Navi Mumbai,Semi-furnished,9048968
7014733,1,5,39884,Navi Mumbai,Unfurnished,8245942
7198675,2,5,4977,Navi Mumbai,Fully furnished,8643942
7648031,2,5,64181,Navi Mumbai,Semi-furnished,8935702
7256103,2,5,74837,Navi Mumbai,Unfurnished,8481280
7015912,3,5,84434,Navi Mumbai,Fully furnished,8652848
7082551,3,5,3711,Navi Mumbai,Semi-furnished,8345903
6966767,3,5,10561,Navi Mumbai,Unfurnished,8092977
6941613,4,5,14460,Navi Mumbai,Fully furnished,8413438
7291310,4,5,91497,Navi Mumbai,Semi-furnished,8668689
7469389,4,5,98977,Navi Mumbai,Unfurnished,8640485
7100756,5,5,98212,Navi Mumbai,Fully furnished,8687641
7855307,5,5,21419,Navi Mumbai,Semi-furnished,8912155
7530787,5,5,20415,Navi Mumbai,Unfurnished,8483311
7714007,6,5,14201,Navi Mumbai,Fully furnished,8935888
7323614,6,5,91746,Navi Mumbai,Semi-furnished,8629788
7060064,6,5,13101,Navi Mumbai,Unfurnished,8076471
7112403,7,5,88359,Navi Mumbai,Fully furnished,8606816
7513585,7,5,78725,Navi Mumbai,Semi-furnished,8710520
7762693,7,5,23569,Navi Mumbai,Unfurnished,8598498
7074611,8,5,11726,Navi Mumbai,Fully furnished,8372502
7767539,8,5,9030,Navi Mumbai,Semi-furnished,8713196
7733261,8,5,51264,Navi Mumbai,Unfurnished,8600059
7612447,9,5,66755,Navi Mumbai,Fully furnished,8863321
6908607,9,5,93678,Navi Mumbai,Semi-furnished,8207633
7827097,9,5,5291,Navi Mumbai,Unfurnished,8531234
7625201,10,5,9509,Navi Mumbai,Fully furnished,8706073
7868053,10,5,44567,Navi Mumbai,Semi-furnished,8787768
