Purchase Budget,House Age,Number of Bedrooms (BHK),Area's Resident Population,City,Furnishing Status,Price
4656259,7,3.5,36356,Navi Mumbai,Fully furnished,4348143
5515973,7,3.5,9809,Navi Mumbai,Semi-furnished,4726632
4634217,7,3.5,13031,Navi Mumbai,Unfurnished,3890560
4960058,8,3.5,47834,Navi Mumbai,Fully furnished,4650050
5444250,8,3.5,10025,Navi Mumbai,Semi-furnished,4660550
5534030,8,3.5,66119,Navi Mumbai,Unfurnished,4918938
4835116,9,3.5,75069,Navi Mumbai,Fully furnished,4703507
5362440,9,3.5,26328,Navi Mumbai,Semi-furnished,4682920
5040156,9,3.5,63982,Navi Mumbai,Unfurnished,4501017
5693972,0,4.0,72984,Navi Mumbai,Fully furnished,5493082
5867349,0,4.0,65895,Navi Mumbai,Semi-furnished,5439249
5357109,0,4.0,29656,Navi Mumbai,Unfurnished,4663623
6117167,1,4.0,71889,Navi Mumbai,Fully furnished,5815068
5988865,1,4.0,97546,Navi Mumbai,Semi-furnished,5716368
5515149,1,4.0,69962,Navi Mumbai,Unfurnished,5021891
5548666,2,4.0,32201,Navi Mumbai,Fully furnished,5112139
5922062,2,4.0,93227,Navi Mumbai,Semi-furnished,5627012
5722444,2,4.0,92974,Navi Mumbai,Unfurnished,5315799
5217046,3,4.0,8405,Navi Mumbai,Fully furnished,4694067
5412629,3,4.0,11636,Navi Mumbai,Semi-furnished,4719919
5988428,3,4.0,43998,Navi Mumbai,Unfurnished,5224730
5403182,4,4.0,95555,Navi Mumbai,Fully furnished,5355876
5262179,4,4.0,81087,Navi Mumbai,Semi-furnished,5006265
5326002,4,4.0,16228,Navi Mumbai,Unfurnished,4518170
5313937,5,4.0,30506,Navi Mumbai,Fully furnished,4884186
5377201,5,4.0,71758,Navi Mumbai,Semi-furnished,5032309
5385207,5,4.0,47367,Navi Mumbai,Unfurnished,4742368
5747532,6,4.0,99160,Navi Mumbai,Fully furnished,5632986
5297307,6,4.0,43063,Navi Mumbai,Semi-furnished,4786224
5802649,6,4.0,99269,Navi Mumbai,Unfurnished,5377733
5709969,7,4.0,29487,Navi Mumbai,Fully furnished,5174897
5505395,7,4.0,85496,Navi Mumbai,Semi-furnished,5197292
5657415,7,4.0,10867,Navi Mumbai,Unfurnished,4721134
5604391,8,4.0,14995,Navi Mumbai,Fully furnished,4993483
5954574,8,4.0,81063,Navi Mumbai,Semi-furnished,5520037
5437658,8,4.0,34686,Navi Mumbai,Unfurnished,4678242
6195775,9,4.0,41341,Navi Mumbai,Fully furnished,5614666
5277865,9,4.0,88276,Navi Mumbai,Semi-furnished,5011948
5774269,9,4.0,17483,Navi Mumbai,Unfurnished,4834313
6681055,0,4.5,22861,Navi Mumbai,Fully furnished,6007010
5932329,0,4.5,8823,Navi Mumbai,Semi-furnished,5173801
6556323,0,4.5,8996,Navi Mumbai,Unfurnished,5524034
6738970,1,4.5,74294,Navi Mumbai,Fully furnished,6351940
6221559,1,4.5,37127,Navi Mumbai,Semi-furnished,5565009
6033675,1,4.5,42092,Navi Mumbai,Unfurnished,5294492
6209639,2,4.5,24134,Navi Mumbai,Fully furnished,5617515
6498804,2,4.5,31361,Navi Mumbai,Semi-furnished,5742209
6598339,2,4.5,85457,Navi Mumbai,Unfurnished,5996413
6729766,3,4.5,89558,Navi Mumbai,Fully furnished,6416161
6740889,3,4.5,6709,Navi Mumbai,Semi-furnished,5777965
6573063,3,4.5,80998,Navi Mumbai,Unfurnished,5939438
6200370,4,4.5,78722,Navi Mumbai,Fully furnished,5917628
5826351,4,4.5,99997,Navi Mumbai,Semi-furnished,5596063
6701069,4,4.5,79780,Navi Mumbai,Unfurnished,6024535
6159042,5,4.5,93197,Navi Mumbai,Fully furnished,5961416
6668178,5,4.5,76888,Navi Mumbai,Semi-furnished,6120870
6157496,5,4.5,25428,Navi Mumbai,Unfurnished,5253565
6458722,6,4.5,56492,Navi Mumbai,Fully furnished,5970930
6784242,6,4.5,24546,Navi Mumbai,Semi-furnished,5889670
6263788,6,4.5,91569,Navi Mumbai,Unfurnished,5725444
6498116,7,4.5,69066,Navi Mumbai,Fully furnished,6067889
6281678,7,4.5,43679,Navi Mumbai,Semi-furnished,5592416
6613657,7,4.5,35165,Navi Mumbai,Unfurnished,5656916
6455297,8,4.5,94535,Navi Mumbai,Fully furnished,6176448
6594277,8,4.5,8826,Navi Mumbai,Semi-furnished,5623378
6113273,8,4.5,95000,Navi Mumbai,Unfurnished,5605618
5815379,9,4.5,60008,Navi Mumbai,Fully furnished,5447351
6534314,9,4.5,19721,Navi Mumbai,Semi-furnished,5630777
5986930,9,4.5,98024,Navi Mumbai,Unfurnished,5512688
7625201,0,5.0,9509,Navi Mumbai,Fully furnished,6707215
7868053,0,5.0,44567,Navi Mumbai,Semi-furnished,6961844
7205230,0,5.0,69742,Navi Mumbai,Unfurnished,6432636
7370576,1,5.0,63995,Navi Mumbai,Fully furnished,6820431
7857428,1,5.0,31965,Navi Mumbai,Semi-furnished,6867732
7014733,1,5.0,39884,Navi Mumbai,Unfurnished,6091090
7198675,2,5.0,4977,Navi Mumbai,Fully furnished,6318802
7648031,2,5.0,64181,Navi Mumbai,Semi-furnished,6883511
7256103,2,5.0,74837,Navi Mumbai,Unfurnished,6483904
7015912,3,5.0,84434,Navi Mumbai,Fully furnished,6639334
7082551,3,5.0,3711,Navi Mumbai,Semi-furnished,6058307
6966767,3,5.0,10561,Navi Mumbai,Unfurnished,5856780
6941613,4,5.0,14460,Navi Mumbai,Fully furnished,6150050
7291310,4,5.0,91497,Navi Mumbai,Semi-furnished,6742030
7469389,4,5.0,98977,Navi Mumbai,Unfurnished,6779373
7100756,5,5.0,98212,Navi Mumbai,Fully furnished,6769877
7855307,5,5.0,21419,Navi Mumbai,Semi-furnished,6762760
7530787,5,5.0,20415,Navi Mumbai,Unfurnished,6347120
7714007,6,5.0,14201,Navi Mumbai,Fully furnished,6746412
7323614,6,5.0,91746,Navi Mumbai,Semi-furnished,6749367
7060064,6,5.0,13101,Navi Mumbai,Unfurnished,5916657
7112403,7,5.0,88359,Navi Mumbai,Fully furnished,6700076
7513585,7,5.0,78725,Navi Mumbai,Semi-furnished,6813218
7762693,7,5.0,23569,Navi Mumbai,Unfurnished,6531568
7074611,8,5.0,11726,Navi Mumbai,Fully furnished,6200045
7767539,8,5.0,9030,Navi Mumbai,Semi-furnished,6588211
7733261,8,5.0,51264,Navi Mumbai,Unfurnished,6664193
7612447,9,5.0,66755,Navi Mumbai,Fully furnished,6950488
6908607,9,5.0,93678,Navi Mumbai,Semi-furnished,6398954
7827097,9,5.0,5291,Navi Mumbai,Unfurnished,6453424
2100951,0,1.0,48766,Mumbai,Fully furnished,2323357
2394708,0,1.0,55141,Mumbai,Semi-furnished,2446612
1909472,0,1.0,99529,Mumbai,Unfurnished,2174752
2105483,1,1.0,46417,Mumbai,Fully furnished,2302888
1814503,1,1.0,9883,Mumbai,Semi-furnished,1700900
2368239,1,1.0,95759,Mumbai,Unfurnished,2509145
2435685,2,1.0,32390,Mumbai,Fully furnished,2472888
2375890,2,1.0,40973,Mumbai,Semi-furnished,2326550
1699122,2,1.0,95625,Mumbai,Unfurnished,1963048
1608863,3,1.0,97856,Mumbai,Fully furnished,2194226
2189658,3,1.0,94351,Mumbai,Semi-furnished,2487832
1507259,3,1.0,23701,Mumbai,Unfurnished,1368013
2288417,4,1.0,52515,Mumbai,Fully furnished,2455824
1875539,4,1.0,81649,Mumbai,Semi-furnished,2150325
1864167,4,1.0,8973,Mumbai,Unfurnished,1555172
2479449,5,1.0,71580,Mumbai,Fully furnished,2713039
1587169,5,1.0,19835,Mumbai,Semi-furnished,1538745
1945478,5,1.0,79565,Mumbai,Unfurnished,2033772
2116152,6,1.0,21359,Mumbai,Fully furnished,2111076
2411001,6,1.0,91599,Mumbai,Semi-furnished,2618395
1638339,6,1.0,10306,Mumbai,Unfurnished,1362507
1959455,7,1.0,58014,Mumbai,Fully furnished,2195648
2111450,7,1.0,50465,Mumbai,Semi-furnished,2121950
2287604,7,1.0,31601,Mumbai,Unfurnished,1999689
2119895,8,1.0,20133,Mumbai,Fully furnished,2086714
1818649,8,1.0,74973,Mumbai,Semi-furnished,2024757
1534029,8,1.0,99587,Mumbai,Unfurnished,1794745
1687401,9,1.0,81106,Mumbai,Fully furnished,2096557
2463182,9,1.0,98991,Mumbai,Semi-furnished,2674492
2375771,9,1.0,83311,Mumbai,Unfurnished,2360483
3153806,0,1.5,51909,Mumbai,Fully furnished,3209499
2616323,0,1.5,9398,Mumbai,Semi-furnished,2374446
3077292,0,1.5,47183,Mumbai,Unfurnished,2819932
2932855,1,1.5,72506,Mumbai,Fully furnished,3146320
2608160,1,1.5,26302,Mumbai,Semi-furnished,2459340
2259205,1,1.5,78835,Mumbai,Unfurnished,2345374
2470842,2,1.5,80607,Mumbai,Fully furnished,2815316
2289368,2,1.5,51879,Mumbai,Semi-furnished,2347768
2572964,2,1.5,86527,Mumbai,Unfurnished,2632533
2834496,3,1.5,59323,Mumbai,Fully furnished,2968535
2888846,3,1.5,46641,Mumbai,Semi-furnished,2785923
2326094,3,1.5,8514,Mumbai,Unfurnished,1956959
2651908,4,1.5,34007,Mumbai,Fully furnished,2660568
2888097,4,1.5,51485,Mumbai,Semi-furnished,2804388
3117833,4,1.5,16639,Mumbai,Unfurnished,2629100
2818305,5,1.5,225,Mumbai,Fully furnished,2580994
3156504,5,1.5,80995,Mumbai,Semi-furnished,3186173
2447113,5,1.5,22237,Mumbai,Unfurnished,2116112
2246979,6,1.5,1117,Mumbai,Fully furnished,2119285
2691952,6,1.5,27033,Mumbai,Semi-furnished,2480760
2875080,6,1.5,41292,Mumbai,Unfurnished,2562816
2336886,7,1.5,16439,Mumbai,Fully furnished,2273143
3091454,7,1.5,5132,Mumbai,Semi-furnished,2658955
2553216,7,1.5,56522,Mumbai,Unfurnished,2386705
2302942,8,1.5,64931,Mumbai,Fully furnished,2526940
2639413,8,1.5,41222,Mumbai,Semi-furnished,2503862
2588566,8,1.5,81862,Mumbai,Unfurnished,2557025
2756177,9,1.5,70567,Mumbai,Fully furnished,2913344
2865720,9,1.5,95972,Mumbai,Semi-furnished,3003408
2534855,9,1.5,79660,Mumbai,Unfurnished,2490844
3365299,0,2.0,14238,Mumbai,Fully furnished,3177667
3512334,0,2.0,96433,Mumbai,Semi-furnished,3638465
2910543,0,2.0,2662,Mumbai,Unfurnished,2444406
3087993,1,2.0,43068,Mumbai,Fully furnished,3118802
3161904,1,2.0,27113,Mumbai,Semi-furnished,2932201
3006250,1,2.0,33674,Mumbai,Unfurnished,2697044
3304743,2,2.0,51031,Mumbai,Fully furnished,3329980
3502010,2,2.0,10629,Mumbai,Semi-furnished,3095382
2945438,2,2.0,9432,Mumbai,Unfurnished,2492942
3063179,3,2.0,13424,Mumbai,Fully furnished,2901087
2856032,3,2.0,77843,Mumbai,Semi-furnished,2971884
3292326,3,2.0,89822,Mumbai,Unfurnished,3242793
2936342,4,2.0,67478,Mumbai,Fully furnished,3113942
3340595,4,2.0,81309,Mumbai,Semi-furnished,3370330
3666725,4,2.0,70112,Mumbai,Unfurnished,3414052
2974962,5,2.0,23555,Mumbai,Fully furnished,2871300
2980326,5,2.0,31788,Mumbai,Semi-furnished,2774989
3521362,5,2.0,45001,Mumbai,Unfurnished,3137096
3380708,6,2.0,50046,Mumbai,Fully furnished,3344842
3608435,6,2.0,42480,Mumbai,Semi-furnished,3331628
3545024,6,2.0,87976,Mumbai,Unfurnished,3403875
3712991,7,2.0,16011,Mumbai,Fully furnished,3396459
3787839,7,2.0,72830,Mumbai,Semi-furnished,3647251
2920723,7,2.0,45128,Mumbai,Unfurnished,2637346
3151277,8,2.0,11069,Mumbai,Fully furnished,2907436
2987294,8,2.0,16492,Mumbai,Semi-furnished,2658787
2857364,8,2.0,32019,Mumbai,Unfurnished,2498005
3257343,9,2.0,89003,Mumbai,Fully furnished,3449892
3182189,9,2.0,24656,Mumbai,Semi-furnished,2853687
3370229,9,2.0,65984,Mumbai,Unfurnished,3102087
4061685,0,2.5,75627,Mumbai,Fully furnished,4128110
3437266,0,2.5,32602,Mumbai,Semi-furnished,3220425
3574321,0,2.5,11571,Mumbai,Unfurnished,3053883
3878123,1,2.5,47288,Mumbai,Fully furnished,3801226
3551124,1,2.5,73632,Mumbai,Semi-furnished,3547691
3675643,1,2.5,32968,Mumbai,Unfurnished,3253322
3570560,2,2.5,33474,Mumbai,Fully furnished,3462292
4263335,2,2.5,53651,Mumbai,Semi-furnished,3987574
4217579,2,2.5,74059,Mumbai,Unfurnished,3923417
4042267,3,2.5,2428,Mumbai,Fully furnished,3643382
4187926,3,2.5,91344,Mumbai,Semi-furnished,4143405
3749196,3,2.5,98903,Mumbai,Unfurnished,3687775
3972055,4,2.5,87036,Mumbai,Fully furnished,4084860
4311998,4,2.5,13994,Mumbai,Semi-furnished,3768562
3591581,4,2.5,14178,Mumbai,Unfurnished,3043333
4382710,5,2.5,97350,Mumbai,Fully furnished,4465268
3544355,5,2.5,73873,Mumbai,Semi-furnished,3503722
3413028,5,2.5,56202,Mumbai,Unfurnished,3142634
3696819,6,2.5,23039,Mumbai,Fully furnished,3460689
3792862,6,2.5,48660,Mumbai,Semi-furnished,3541250
4218018,6,2.5,56591,Mumbai,Unfurnished,3778960
3980857,7,2.5,5325,Mumbai,Fully furnished,3571636
3565352,7,2.5,49424,Mumbai,Semi-furnished,3353826
4361819,7,2.5,94973,Mumbai,Unfurnished,4114293
3835985,8,2.5,9801,Mumbai,Fully furnished,3472594
3590505,8,2.5,33999,Mumbai,Semi-furnished,3271398
3822459,8,2.5,27136,Mumbai,Unfurnished,3265783
3787239,9,2.5,52989,Mumbai,Fully furnished,3682725
3409290,9,2.5,8554,Mumbai,Semi-furnished,2963756
3498011,9,2.5,62225,Mumbai,Unfurnished,3206759
4717204,0,3.0,91374,Mumbai,Fully furnished,4772007
4380413,0,3.0,84380,Mumbai,Semi-furnished,4310610
4528107,0,3.0,7498,Mumbai,Unfurnished,3817474
4838796,1,3.0,20685,Mumbai,Fully furnished,4435147
4780062,1,3.0,20001,Mumbai,Semi-furnished,4234056
4576397,1,3.0,34736,Mumbai,Unfurnished,4009534
4565828,2,3.0,72233,Mumbai,Fully furnished,4516060
4236800,2,3.0,23323,Mumbai,Semi-furnished,3809378
4841861,2,3.0,74224,Mumbai,Unfurnished,4448833
4388445,3,3.0,95186,Mumbai,Fully furnished,4501872
4562783,3,3.0,66365,Mumbai,Semi-furnished,4318416
4011987,3,3.0,78719,Mumbai,Unfurnished,3801904
4128781,4,3.0,33854,Mumbai,Fully furnished,3916149
4042817,4,3.0,5295,Mumbai,Semi-furnished,3526024
4217694,4,3.0,20363,Mumbai,Unfurnished,3606333
4460514,5,3.0,52929,Mumbai,Fully furnished,4285985
4141487,5,3.0,79376,Mumbai,Semi-furnished,4039446
4387491,5,3.0,65258,Mumbai,Unfurnished,4001541
4673610,6,3.0,80077,Mumbai,Fully furnished,4609350
4872063,6,3.0,23519,Mumbai,Semi-furnished,4278764
4804939,6,3.0,99303,Mumbai,Unfurnished,4529769
4968379,7,3.0,42528,Mumbai,Fully furnished,4609871
4976112,7,3.0,27808,Mumbai,Semi-furnished,4377738
4479958,7,3.0,42129,Mumbai,Unfurnished,3916740
4316204,8,3.0,92930,Mumbai,Fully furnished,4380543
4364418,8,3.0,97419,Mumbai,Semi-furnished,4296048
4151478,8,3.0,5072,Mumbai,Unfurnished,3421614
4921817,9,3.0,9600,Mumbai,Fully furnished,4355054
4132400,9,3.0,99850,Mumbai,Semi-furnished,4115020
4683433,9,3.0,53975,Mumbai,Unfurnished,4130596
5097571,0,3.5,14823,Mumbai,Fully furnished,4641995
4696384,0,3.5,89682,Mumbai,Semi-furnished,4620199
5545137,0,3.5,71425,Mumbai,Unfurnished,5039660
4811028,1,3.5,45607,Mumbai,Fully furnished,4587464
5038251,1,3.5,59376,Mumbai,Semi-furnished,4701857
5545582,1,3.5,67033,Mumbai,Unfurnished,5003664
5118799,2,3.5,14544,Mumbai,Fully furnished,4637303
5416783,2,3.5,7251,Mumbai,Semi-furnished,4681932
5097977,2,3.5,17678,Mumbai,Unfurnished,4339450
4784848,3,3.5,66677,Mumbai,Fully furnished,4672940
5411301,3,3.5,62749,Mumbai,Semi-furnished,5000535
4722065,3,3.5,70603,Mumbai,Unfurnished,4346270
4932647,4,3.5,28541,Mumbai,Fully furnished,4552364
4864187,4,3.5,78696,Mumbai,Semi-furnished,4648526
5078797,4,3.5,22484,Mumbai,Unfurnished,4332942
5451344,5,3.5,11251,Mumbai,Fully furnished,4853581
4618378,5,3.5,16530,Mumbai,Semi-furnished,4068882
4644904,5,3.5,95515,Mumbai,Unfurnished,4414013
5309932,6,3.5,89420,Mumbai,Fully furnished,5199466
4780076,6,3.5,5709,Mumbai,Semi-furnished,4123315
5125413,6,3.5,78408,Mumbai,Unfurnished,4685778
5566178,7,3.5,62232,Mumbai,Fully furnished,5231334
4612917,7,3.5,22334,Mumbai,Semi-furnished,4079338
5362171,7,3.5,56334,Mumbai,Unfurnished,4732741
5539357,8,3.5,92209,Mumbai,Fully furnished,5379740
4908992,8,3.5,75709,Mumbai,Semi-furnished,4626448
5512359,8,3.5,57455,Mumbai,Unfurnished,4849617
5288737,9,3.5,2254,Mumbai,Fully furnished,4629514
5531931,9,3.5,91984,Mumbai,Semi-furnished,5212449
5257927,9,3.5,17338,Mumbai,Unfurnished,4395370
5652566,0,4.0,78973,Mumbai,Fully furnished,5495891
5346177,0,4.0,29083,Mumbai,Semi-furnished,4801440
5812048,0,4.0,66518,Mumbai,Unfurnished,5248746
6007774,1,4.0,96984,Mumbai,Fully furnished,5878123
5279140,1,4.0,98373,Mumbai,Semi-furnished,5153550
6138942,1,4.0,6446,Mumbai,Unfurnished,5139830
5762372,2,4.0,68990,Mumbai,Fully furnished,5503838
5944913,2,4.0,33565,Mumbai,Semi-furnished,5287320
5495197,2,4.0,28084,Mumbai,Unfurnished,4744662
5483399,3,4.0,5638,Mumbai,Fully furnished,4890547
6039272,3,4.0,53641,Mumbai,Semi-furnished,5473264
5776953,3,4.0,30929,Mumbai,Unfurnished,4977136
6165346,4,4.0,38770,Mumbai,Fully furnished,5624897
5383620,4,4.0,99380,Mumbai,Semi-furnished,5213176
5908446,4,4.0,66500,Mumbai,Unfurnished,5285757
5857950,5,4.0,53381,Mumbai,Fully furnished,5456646
5755522,5,4.0,68739,Mumbai,Semi-furnished,5316852
5426550,5,4.0,99531,Mumbai,Unfurnished,5088426
5282567,6,4.0,41096,Mumbai,Fully furnished,4912630
5884781,6,4.0,35374,Mumbai,Semi-furnished,5210069
5314338,6,4.0,63747,Mumbai,Unfurnished,4773952
5527202,7,4.0,73498,Mumbai,Fully furnished,5292750
5889209,7,4.0,32664,Mumbai,Semi-furnished,5187351
5914540,7,4.0,59645,Mumbai,Unfurnished,5219502
5668244,8,4.0,62199,Mumbai,Fully furnished,5327789
5812800,8,4.0,94028,Mumbai,Semi-furnished,5484408
5310044,8,4.0,32529,Mumbai,Unfurnished,4563209
5863910,9,4.0,75086,Mumbai,Fully furnished,5551644
5228498,9,4.0,30907,Mumbai,Semi-furnished,4628240
5630430,9,4.0,40340,Mumbai,Unfurnished,4856384
6376354,0,4.5,21192,Mumbai,Fully furnished,5753235
6175285,0,4.5,8897,Mumbai,Semi-furnished,5368610
6421899,0,4.5,33677,Mumbai,Unfurnished,5564581
6261831,1,4.5,77633,Mumbai,Fully furnished,5990263
6464116,1,4.5,43757,Mumbai,Semi-furnished,5798835
5880114,1,4.5,34702,Mumbai,Unfurnished,5127303
6338429,2,4.5,97178,Mumbai,Fully furnished,6158811
6326701,2,4.5,22564,Mumbai,Semi-furnished,5551745
6241089,2,4.5,38367,Mumbai,Unfurnished,5428073
5881773,3,4.5,29120,Mumbai,Fully furnished,5375138
6485982,3,4.5,43316,Mumbai,Semi-furnished,5793682
6316626,3,4.5,23242,Mumbai,Unfurnished,5387753
6373889,4,4.5,96632,Mumbai,Fully furnished,6163903
6595428,4,4.5,96683,Mumbai,Semi-furnished,6191440
6141254,4,4.5,91523,Mumbai,Unfurnished,5647141
6530367,5,4.5,60225,Mumbai,Fully furnished,6060644
6632145,5,4.5,25368,Mumbai,Semi-furnished,5782924
6465269,5,4.5,96949,Mumbai,Unfurnished,5928909
6019941,6,4.5,9658,Mumbai,Fully furnished,5338901
6792346,6,4.5,87609,Mumbai,Semi-furnished,6274531
6335254,6,4.5,56477,Mumbai,Unfurnished,5572065
5808112,7,4.5,83574,Mumbai,Fully furnished,5602934
5907134,7,4.5,82379,Mumbai,Semi-furnished,5524981
6430435,7,4.5,6600,Mumbai,Unfurnished,5338948
6060160,8,4.5,52383,Mumbai,Fully furnished,5607426
6351196,8,4.5,3584,Mumbai,Semi-furnished,5397461
6741756,8,4.5,48283,Mumbai,Unfurnished,5828103
6535291,9,4.5,18530,Mumbai,Fully furnished,5774413
6560975,9,4.5,13381,Mumbai,Semi-furnished,5614066
5820941,9,4.5,99886,Mumbai,Unfurnished,5391069
7596950,0,5.0,56497,Mumbai,Fully furnished,6966542
7623994,0,5.0,47499,Mumbai,Semi-furnished,6784189
7138602,0,5.0,10480,Mumbai,Unfurnished,6023762
7003404,1,5.0,54431,Mumbai,Fully furnished,6469309
7881426,1,5.0,74262,Mumbai,Semi-furnished,7140713
7338573,1,5.0,211,Mumbai,Unfurnished,6112124
7890878,2,5.0,60541,Mumbai,Fully furnished,7205948
7525751,2,5.0,81697,Mumbai,Semi-furnished,6890783
7800849,2,5.0,12824,Mumbai,Unfurnished,6547623
7766500,3,5.0,71253,Mumbai,Fully furnished,7160718
7898128,3,5.0,99099,Mumbai,Semi-furnished,7283096
7485039,3,5.0,96812,Mumbai,Unfurnished,6788903
7783366,4,5.0,56841,Mumbai,Fully furnished,7077739
7696660,4,5.0,16651,Mumbai,Semi-furnished,6617234
6973631,4,5.0,23598,Mumbai,Unfurnished,5930493
7740656,5,5.0,25924,Mumbai,Fully furnished,6848069
7654291,5,5.0,3371,Mumbai,Semi-furnished,6493659
7448684,5,5.0,69201,Mumbai,Unfurnished,6574153
6970621,6,5.0,61818,Mumbai,Fully furnished,6437405
7274478,6,5.0,20261,Mumbai,Semi-furnished,6281148
7176448,6,5.0,95292,Mumbai,Unfurnished,6502910
7101089,7,5.0,76872,Mumbai,Fully furnished,6622103
7728167,7,5.0,75487,Mumbai,Semi-furnished,6965456
7562180,7,5.0,57865,Mumbai,Unfurnished,6576934
7218592,8,5.0,93422,Mumbai,Fully furnished,6805406
7750254,8,5.0,45417,Mumbai,Semi-furnished,6792705
6980637,8,5.0,93722,Mumbai,Unfurnished,6316842
7823903,9,5.0,18950,Mumbai,Fully furnished,6832822
7171838,9,5.0,51596,Mumbai,Semi-furnished,6357046
7073886,9,5.0,56225,Mumbai,Unfurnished,6156459
1565447,0,1.0,4665,Jodhpur,Fully furnished,1630348
2460138,0,1.0,43386,Jodhpur,Semi-furnished,2428426
2120273,0,1.0,40592,Jodhpur,Unfurnished,1989770
2031723,1,1.0,91084,Jodhpur,Fully furnished,2511882
2485135,1,1.0,61406,Jodhpur,Semi-furnished,2546544
1660360,1,1.0,57706,Jodhpur,Unfurnished,1714524
1756294,2,1.0,64910,Jodhpur,Fully furnished,2124495
1883185,2,1.0,75967,Jodhpur,Semi-furnished,2142350
2367187,2,1.0,87443,Jodhpur,Unfurnished,2448408
1847293,3,1.0,65527,Jodhpur,Fully furnished,2190996
1785319,3,1.0,1156,Jodhpur,Semi-furnished,1605191
2392158,3,1.0,74785,Jodhpur,Unfurnished,2382436
1790287,4,1.0,60503,Jodhpur,Fully furnished,2105248
1604063,4,1.0,20648,Jodhpur,Semi-furnished,1567138
2271599,4,1.0,65519,Jodhpur,Unfurnished,2220393
2235441,5,1.0,72055,Jodhpur,Fully furnished,2520683
2429695,5,1.0,5583,Jodhpur,Semi-furnished,2127254
2475373,5,1.0,67174,Jodhpur,Unfurnished,2383342
1913949,6,1.0,22237,Jodhpur,Fully furnished,1954581
1519809,6,1.0,67788,Jodhpur,Semi-furnished,1762575
2344760,6,1.0,35150,Jodhpur,Unfurnished,2076708
2088714,7,1.0,44426,Jodhpur,Fully furnished,2217527
1643136,7,1.0,83981,Jodhpur,Semi-furnished,1948395
1537378,7,1.0,26628,Jodhpur,Unfurnished,1369670
2148223,8,1.0,90601,Jodhpur,Fully furnished,2532184
2021942,8,1.0,15051,Jodhpur,Semi-furnished,1827860
2014844,8,1.0,66434,Jodhpur,Unfurnished,1980479
2228664,9,1.0,62526,Jodhpur,Fully furnished,2418087
1609425,9,1.0,21990,Jodhpur,Semi-furnished,1529480
1563562,9,1.0,20687,Jodhpur,Unfurnished,1334972
2411514,0,1.5,21695,Jodhpur,Fully furnished,2434381
2727283,0,1.5,29936,Jodhpur,Semi-furnished,2586442
3063453,0,1.5,11513,Jodhpur,Unfurnished,2594840
2386554,1,1.5,79228,Jodhpur,Fully furnished,2749611
2265916,1,1.5,20121,Jodhpur,Semi-furnished,2148459
2315347,1,1.5,82525,Jodhpur,Unfurnished,2412428
2800696,2,1.5,52753,Jodhpur,Fully furnished,2912075
2501023,2,1.5,40685,Jodhpur,Semi-furnished,2449928
2983783,2,1.5,67850,Jodhpur,Unfurnished,2849126
3101110,3,1.5,7458,Jodhpur,Fully furnished,2870636
2438349,3,1.5,63680,Jodhpur,Semi-furnished,2527759
2855007,3,1.5,6498,Jodhpur,Unfurnished,2367994
2879625,4,1.5,59800,Jodhpur,Fully furnished,2997500
2676321,4,1.5,6305,Jodhpur,Semi-furnished,2363887
2650051,4,1.5,18487,Jodhpur,Unfurnished,2265963
2589806,5,1.5,57535,Jodhpur,Fully furnished,2742055
2325095,5,1.5,46872,Jodhpur,Semi-furnished,2316308
2757423,5,1.5,37939,Jodhpur,Unfurnished,2458572
2780779,6,1.5,39968,Jodhpur,Fully furnished,2779431
2790512,6,1.5,34782,Jodhpur,Semi-furnished,2606102
2222934,6,1.5,87878,Jodhpur,Unfurnished,2320615
2763298,7,1.5,68291,Jodhpur,Fully furnished,2925384
2917054,7,1.5,40797,Jodhpur,Semi-furnished,2733425
2965175,7,1.5,29998,Jodhpur,Unfurnished,2557128
2568846,8,1.5,16774,Jodhpur,Fully furnished,2450721
2544179,8,1.5,89769,Jodhpur,Semi-furnished,2718957
2768568,8,1.5,77763,Jodhpur,Unfurnished,2676432
3142177,9,1.5,72346,Jodhpur,Fully furnished,3232818
2218775,9,1.5,10405,Jodhpur,Semi-furnished,1972450
3122771,9,1.5,17803,Jodhpur,Unfurnished,2590035
2948921,0,2.0,98882,Jodhpur,Fully furnished,3352429
3523540,0,2.0,71221,Jodhpur,Semi-furnished,3496158
3116300,0,2.0,39778,Jodhpur,Unfurnished,2831708
